,id,denv,ev,hav,hcv,rv,wang_229E,wang_OC43,wang_SARS_COV2,sch_229E,sch_OC43,sch_SARS_COV2_33C,sch_SARS_COV2_37C
10338,NMUR2,-4.3611,-5.0173,0.038625,-0.04027,0.19239,-0.32684,-0.64043,-1.0919,-3.5312,-0.082222,0.21266,0.40911
10339,NNAT,-5.1343,-5.5547,-0.10059,0.049777,-0.35485,0.16945,0.23306,0.43799,-0.33921,0.14061,-0.21412,0.25319
10340,NNMT,-4.3293,-1.955,-0.1896,-0.42232,1.1196,-0.028162,-0.58835,0.28612,-0.29258,0.69763,0.38231,0.56631
10341,NNT,-4.7045,-5.8329,-0.039996,-0.28277,-1.5376,-0.50653,0.0077223,-0.44029,-4.0598,-0.63498,0.015052,-0.78787
10342,NOA1,-4.3511,-4.6664,0.23034,0.32657,0.1916,-0.17478,-0.29932,-1.4501,-2.6457,-0.65934,-0.02233,-1.4581
10343,NOB1,-5.5248,-1.8995,-0.31611,0.34024,1.0083,-0.96236,-0.33635,-0.43019,2.9931,1.0817,1.077,0.65848
10344,NOC2L,-5.8327,-4.4325,-0.62104,-1.3147,-0.37286,-1.5547,-0.76157,-1.9153,1.959,0.27586,0.90554,0.31266
10345,NOC3L,-4.9894,-3.6951,-0.0019528,0.052299,-1.3259,-0.10568,-0.93606,-2.2949,0.61459,0.21804,0.33487,0.21945
10346,NOC4L,-5.031,-3.8764,-0.8282,-1.7096,-2.2762,-1.8307,-2.2955,-1.5419,4.7203,2.4348,1.7565,2.617
10347,NOD1,-5.6886,-3.8885,-0.402,0.4418,0.069882,-0.19895,-0.3634,-0.12982,-4.1395,-0.11018,0.094974,-0.015127
10348,NOD2,-5.2895,-3.3491,0.0097161,0.10214,-0.43077,-0.0060175,0.22334,0.22658,0.43554,-0.18178,0.33461,0.069232
10349,NODAL,-5.1874,-5.2589,-0.058501,0.5422,-0.29308,-0.19566,-0.19266,-0.075553,-0.71639,-2.2484,-0.87963,-0.58848
10350,NOG,-5.0236,-3.4178,-0.13739,0.18229,-0.86785,-0.428,-0.45277,-0.060143,0.82496,-0.53177,0.076657,-0.084108
10351,NOL10,-5.66,-5.1526,-0.46458,-0.57395,-0.83988,-0.67048,-0.28072,-0.61949,1.805,0.93495,2.1565,2.3387
10352,NOL11,-6.4934,-5.1062,-0.32175,-0.45293,1.1432,-0.50421,-0.46548,0.40841,-3.7801,-0.38473,0.42208,0.34681
10353,NOL12,-6.0092,-4.3498,0.61823,-1.0548,-1.4779,-0.67704,-0.80444,-0.5532,3.8263,0.34479,1.1276,0.25664
10354,NOL3,-5.7669,-3.7008,0.025082,-0.8616,-0.24103,-0.32907,-0.010133,-0.041924,-7.9332,-0.57573,-0.23383,-0.11544
10355,NOL4,-5.6115,-1.2173,-0.31919,0.98174,0.38837,-0.61723,-0.33826,-0.47526,-4.6017,-1.0792,-0.28253,-0.16161
10356,NOL6,-5.4326,-5.6123,-0.53129,-0.39124,-1.0761,-0.3442,-1.5589,-0.27486,1.8638,1.5839,1.6982,0.78406
10357,NOL7,-4.0141,-5.0917,-0.056629,0.50706,-0.0084747,-0.39295,-0.21678,-0.97341,-5.1414,-0.47578,0.41698,0.24358
10358,NOL8,-6.0308,-2.0505,-0.0024915,0.27169,-1.3237,-0.29341,-0.13457,-0.62763,-2.7495,-0.60243,-0.060645,0.10283
10359,NOL9,-5.6453,-3.8441,-0.040986,0.53371,-0.085092,-0.52711,-0.26973,-0.37782,4.2301,0.40101,1.2859,0.45468
10360,NOLC1,-5.9998,-4.9252,-0.038038,-2.0627,-0.36768,-0.62322,-0.32108,-0.90401,-2.006,-0.51311,0.11302,-0.38007
10361,NOM1,-4.8902,-5.2811,-0.19367,-0.0052005,-1.5742,-0.56387,-0.66766,-0.41585,-0.57024,1.5895,-0.26364,-0.029152
10362,NOMO1,-6.5666,-2.4402,-0.23652,0.79226,0.070339,-0.41454,-1.0515,-0.32508,-7.2584,-0.34447,-0.29574,-0.48203
10363,NOMO2,-6.6716,-2.1745,0.054855,0.15028,-0.39901,-0.87797,-0.53485,-0.30701,-0.13042,0.1554,0.046816,-0.18761
10364,NOMO3,-5.7679,-4.888,-0.3278,-2.097,-0.74101,-0.57815,-0.75047,-1.1581,-0.02112,-0.95474,-0.26967,-0.25764
10365,NONO,-6.6099,-5.1852,0.056756,0.66503,-0.15994,-0.15775,-0.29564,-0.32736,-0.12885,-0.58616,0.30566,-0.51292
10366,NOP10,-4.7959,-5.557,0.016244,-0.27519,0.5777,-0.78105,-1.2391,-0.098065,-3.6093,0.20411,1.9201,2.0956
10367,NOP14,-4.8208,-3.7361,-1.1122,-0.40527,-2.8938,-0.47155,-0.76925,-0.87008,1.4851,0.76287,1.5006,1.8186
10368,NOP16,-5.4745,-4.9402,-0.3605,-0.60142,-3.6942,-0.78097,-1.7478,-1.8264,2.6828,1.5868,0.84534,1.266
10369,NOP2,-4.5457,-4.6462,-0.23592,0.21706,0.1872,-1.0293,0.7619,-0.85375,-5.4018,2.0062,0.54586,-1.1512
10370,NOP56,-5.1331,-4.3669,-0.46527,-0.57918,-1.0649,-0.69954,-0.77434,-0.97184,-2.8601,-2.853,0.85527,0.45443
10371,NOP58,-5.2837,-5.0456,-0.69403,-1.193,-0.45241,-0.19088,-1.1612,-0.51049,-3.2155,-0.47445,0.71912,0.44952
10372,NOP9,-4.9386,-5.4647,-0.47134,-0.065163,0.22354,-0.79297,-1.0007,-1.4758,-0.20412,-2.0227,-0.22692,-0.15573
10373,NOS1,-5.7485,-5.3044,-0.22344,0.17743,-0.80655,-0.48658,0.31808,-0.52106,-7.7832,-0.17595,0.21693,0.17892
10374,NOS1AP,-4.4537,-4.3332,0.066031,-0.07118,-0.026266,0.021634,0.28965,-0.32588,-3.0238,-0.30954,0.18053,0.17262
10375,NOS2,-5.542,-5.532,-0.45392,-0.16322,-0.73655,-0.33284,0.22568,-0.66306,-6.9567,-0.93054,-0.3407,0.15379
10376,NOS3,-4.0339,-4.1453,-0.08781,0.065335,-0.27216,-0.17523,-0.37259,0.54437,-0.81252,-0.4493,0.0068441,-0.4551
10377,NOSIP,-3.5724,-3.6309,-0.70797,0.39688,0.2271,-0.42694,-0.13115,-0.32037,0.72886,-0.3294,0.25478,-0.37092
10378,NOSTRIN,-5.4447,-4.1987,0.12449,-0.34031,-1.9675,0.31511,-0.067682,0.187,-0.39303,0.21502,0.14246,-0.065344
10379,NOTCH1,-5.6024,-4.5634,-0.12931,1.0208,-0.58557,-0.17672,0.066807,-0.60424,-2.0474,-0.73688,-0.27899,-0.38722
10380,NOTCH2,-5.6056,-3.2752,-0.43008,-0.44127,-1.6777,0.30964,-0.30516,0.11594,-3.4393,0.38573,0.04462,0.47202
10381,NOTCH2NL,-4.6579,-4.9402,-0.4636,-1.1283,-4.0575,-0.88373,-0.86777,-0.65624,-5.4174,-0.92989,0.47049,-0.24055
10382,NOTCH3,-4.1536,-4.3481,0.13032,-0.57582,-0.81767,0.16916,-0.53987,-0.059327,-3.7512,-0.22669,0.19101,0.15366
10383,NOTCH4,-5.1154,-4.6267,-0.42911,0.85461,-0.32297,-0.075136,0.046682,0.025684,-7.0623,-1.1197,0.069357,-0.05595
10384,NOTO,-4.4675,-3.5165,-0.19864,1.3424,0.51168,-0.25841,-0.61828,-0.18205,-2.5605,0.16159,-0.090419,0.23965
10385,NOTUM,-4.4867,-4.2422,-0.39907,-0.21639,-0.12141,-0.34621,-0.15201,-0.16136,-1.0054,-0.53634,0.36809,-0.14758
10386,NOV,-4.6481,-4.192,0.34811,-1.2644,1.0476,-0.25669,-0.024779,-1.2646,-1.3075,-0.2718,-0.10619,-0.10194
10387,NOVA1,-5.1419,-5.534,-0.21668,0.46159,-1.4973,0.1047,-0.46855,-0.23882,1.5654,0.40702,0.93019,0.051334
10388,NOVA2,-4.5964,-4.0609,0.010858,0.92204,-0.67493,-0.31596,0.89614,0.25531,-4.0468,-0.31483,-0.067184,-0.012634
10389,NOX1,-4.8164,-5.3809,-0.14237,0.82266,-0.24076,-0.77223,-0.50042,0.3874,-0.29136,-1.2498,-0.44482,-0.49014
10390,NOX3,-4.2807,-4.6629,-0.25085,0.92084,-0.87973,-0.35177,-0.22368,0.19156,0.047588,-0.11975,-0.0035477,-0.29238
10391,NOX4,-4.8596,-4.5923,0.013834,-1.2627,-0.23053,-0.19941,0.21184,0.28949,0.14711,-0.45759,-0.47569,-0.28609
10392,NOX5,-5.9078,-5.222,-0.13139,-0.035658,-1.1923,-0.34239,-0.85127,-0.77297,-3.2606,-0.31701,-0.28915,0.11978
10393,NOXA1,-6.031,-5.1589,-0.19636,0.087631,-0.35217,-0.41643,0.058476,-0.44198,-0.20729,-0.30355,0.0099542,-0.17669
10394,NOXO1,-4.1568,-3.7535,-0.38533,0.16964,0.55896,-0.43558,-0.52949,-0.4687,-3.9734,-0.22498,0.61897,-0.25445
10395,NOXRED1,-4.5246,-5.5213,-0.039221,0.43257,-0.62359,-0.085942,-0.57565,-1.1069,-4.1359,-0.045351,-0.0059673,-0.091121
10396,NPAP1,-4.9386,-4.2503,-0.30302,0.26465,0.70042,-0.15529,0.15947,0.19853,-3.6392,-0.98093,-0.38181,-0.28192
10397,NPAS1,-4.1536,-3.3907,-0.7428,-0.24921,-0.92381,-0.076006,-0.028969,-1.4136,-4.5361,-0.061444,-0.015452,-0.092488
10398,NPAS2,-3.4328,-4.2245,-0.56869,-1.8332,-0.43345,0.053659,0.26666,-0.49805,-3.5196,-0.61761,-0.14178,0.17475
10399,NPAS3,-5.639,-5.1982,0.26589,-0.48026,-0.39806,-0.043514,-0.30134,-0.13465,-4.2264,-0.7012,0.014165,-0.40947
10400,NPAS4,-4.3611,-3.4243,-0.25114,-0.24732,-0.61963,-0.83671,-1.2086,-1.5427,-3.345,-1.458,1.8914,0.97887
10401,NPAT,-6.4866,-5.5939,-0.67092,0.44274,-0.16763,-0.41807,-0.34804,-0.63596,0.80548,-1.3789,-0.11157,-0.10068
10402,NPB,-6.4788,-4.8931,0.22316,-0.36115,-0.34181,-0.62228,-0.84645,-0.59806,-2.0043,-0.55692,-0.30871,-0.14507
10403,NPBWR1,-4.1096,-3.5466,-0.11055,-0.48594,-0.31351,-0.35319,-0.4773,-0.32321,-0.37198,-0.093262,0.022113,0.42968
10404,NPBWR2,-6.031,-4.3947,-0.21236,-0.96374,0.34106,-0.20796,-0.39519,-0.029762,-1.3255,0.07169,-0.17897,-0.38731
10405,NPC1,-4.3085,-4.6436,0.059402,0.521,0.95001,2.078,0.47247,-0.33881,0.40463,0.64851,1.2251,0.89506
10406,NPC1L1,-5.7314,-2.3212,-0.17683,0.27385,-0.13637,-0.4126,-0.51537,0.12384,-0.25633,0.51173,-0.08731,0.084695
10407,NPC2,-4.098,-3.7083,-0.13067,-0.36763,-2.1788,0.35065,0.083824,-0.17439,-0.060844,0.31779,0.72028,0.27434
10408,NPDC1,-4.9243,-4.1239,0.11175,-0.85682,-0.043229,-0.9016,-0.76883,-0.52885,-0.020287,0.37805,0.013116,-0.16043
10409,NPEPL1,-5.1599,-4.6659,0.12428,-0.21727,-1.1479,-0.6769,-0.382,-0.79577,-0.84895,-0.71762,-0.50555,0.00062841
10410,NPEPPS,-5.4715,-4.8428,-0.26976,-0.86349,-0.0019752,-0.20614,-0.30037,0.33159,-0.83534,0.62046,-0.39556,-0.10112
10411,NPFF,-5.0803,-4.3091,-0.1542,0.43222,-1.7627,-0.036821,-0.92328,0.0019159,-5.1674,-0.45886,-0.063904,0.3853
10412,NPFFR1,-4.1536,-5.0996,0.15574,0.53018,0.26359,0.14743,0.10555,-1.718,-1.0107,-0.59654,-0.40314,-0.32496
10413,NPFFR2,-4.851,-4.7526,-0.19686,-0.4051,-1.9852,0.10668,-0.068749,-0.70702,-0.1827,0.62812,-0.085617,0.097945
10414,NPHP1,-4.7505,-5.2774,-0.30919,0.20125,0.031381,0.21369,-0.078583,0.72959,-6.8904,-0.50859,-0.2271,-0.23604
10415,NPHP3,-5.1126,-5.9091,-0.25334,0.77379,-0.23563,-0.19116,0.26845,0.082416,-2.7306,-0.39789,-0.2647,-0.31895
10416,NPHP4,-5.1974,-5.2254,-0.58598,0.45296,-2.7408,-0.076595,-0.34211,-0.72862,-1.0592,-0.83043,0.10722,0.15822
10417,NPHS1,-5.0342,-4.4415,-0.33844,0.73779,0.54741,-0.17226,0.14166,-0.73461,-6.84,-0.54675,0.37279,0.045656
10418,NPHS2,-4.5603,-3.3284,-0.37143,-0.50647,-1.8155,-0.17948,-0.28584,-0.055098,1.0294,0.77217,0.055481,0.37722
10419,NPIPA5,-4.3644,-3.7749,-1.1249,-0.20558,-0.41875,-0.74853,-0.097002,-0.57349,-3.4991,-0.91474,1.2073,-0.052101
10420,NPL,-4.4514,-4.6719,-0.70354,0.0052846,-0.69958,-0.29597,-0.549,-1.0036,-3.009,-0.12032,0.15013,0.18536
10421,NPLOC4,-4.6331,-5.2629,-0.22549,-2.6248,0.40026,-1.617,-1.5508,-2.2985,-3.6413,-0.74018,0.067703,-0.59028
10422,NPM1,-4.2629,-3.1058,-0.40252,-1.5103,-1.9342,-1.8848,-0.34003,-4.6443,-2.323,1.5156,2.489,1.2942
10423,NPM2,-5.9621,-5.7566,-0.038772,0.53128,-0.5727,-0.63029,-0.61419,-0.51228,-1.1134,0.1046,-0.12626,0.10156
10424,NPM3,-4.7959,-4.6372,-0.092742,-0.8097,-1.3585,-0.57066,-0.45599,-0.65966,-3.1007,0.20528,-0.17271,0.10806
10425,NPNT,-6.3865,-6.546,0.048486,0.75716,-0.50243,-0.068254,-0.47213,-0.65835,-1.5104,-0.59194,-0.33016,-0.65613
10426,NPPA,-4.9854,-5.1065,-0.2478,-0.2754,-1.3064,-0.22999,0.006417,-0.37534,-3.4845,-0.55289,0.14789,0.073833
10427,NPPB,-4.3013,-3.8583,-0.021483,0.77659,-1.9839,-0.26548,-0.033338,0.98003,-3.7324,-0.38486,-0.24256,-0.1347
10428,NPPC,-3.8986,-3.2922,-0.079538,-0.25154,0.0020319,-1.0984,-0.77688,-3.0431,-2.1835,-0.82557,0.41062,0.47617
10429,NPR1,-5.4667,-2.9785,-0.014887,0.090445,-1.7245,-0.14516,-0.41234,-0.23501,-0.73782,-0.85457,-0.1289,-0.12711
10430,NPR2,-3.9184,-5.548,-0.050129,0.22696,0.69443,-0.12517,-0.10892,-0.37679,-0.67926,-0.93187,0.14146,-0.20437
10431,NPR3,-5.1411,-4.543,-0.23586,0.34721,-0.23286,-0.28135,0.0035017,-0.48974,-7.1905,-0.040063,-0.043616,-0.12975
10432,NPRL2,-4.3606,-3.2436,-0.69669,1.6737,-1.8621,-0.55122,-0.49807,-1.5376,-1.272,-0.87688,-0.46328,-0.41779
10433,NPRL3,-4.1435,-3.2837,-0.9124,0.45898,-0.93948,-0.34234,-0.19096,-0.47532,-0.55864,-0.58316,-0.60969,-0.68437
10434,NPS,-4.4593,-3.8436,-0.30795,1.2091,0.49096,0.52357,-0.18202,-0.9473,1.188,-0.75162,-0.013549,-0.074194
10435,NPSR1,-4.8848,-4.2096,-0.13514,0.058808,0.023329,-0.042174,-0.55796,-0.61988,-7.8062,0.13779,0.0728,0.42365
10436,NPTN,-5.3724,-4.769,-0.14108,0.86668,0.20589,-0.36353,-0.16122,0.3699,-6.693,-0.13884,0.10236,-0.11792
10437,NPTX1,-4.6321,-5.2629,0.041596,0.36961,-1.7819,-0.26057,0.14866,0.51482,-2.6771,1.1405,0.36473,-0.033645
10438,NPTX2,-4.0945,-4.3411,-0.34622,0.62915,-1.1029,-0.58253,-0.47492,-1.0872,-0.87617,-0.31932,0.45778,-0.17145
10439,NPTXR,-5.2418,-4.0088,-0.36233,-1.2337,-2.0233,-0.39046,-0.67459,-0.59365,-2.8774,-0.050687,0.30808,0.84008
10440,NPVF,-5.1379,-5.4209,-0.26535,-0.39342,-0.089367,0.076692,-0.20847,-0.029624,-0.70007,0.42465,0.20112,0.53841
10441,NPW,-4.9416,-4.002,0.019328,-0.14423,-0.028123,0.86567,-0.57762,-2.2836,-0.27163,-0.85581,0.043292,-0.15236
10442,NPY,-5.0515,-4.8556,-0.23707,0.35554,-2.1304,-0.15675,0.11199,-1.0122,0.33923,-0.52417,-0.00050513,-0.16143
10443,NPY1R,-4.813,-3.3146,-0.13929,0.38294,0.13122,-0.18056,-0.45412,0.20868,0.74714,0.37896,0.24413,-0.010648
10444,NPY2R,-4.4716,-4.4225,0.065784,0.20055,0.13018,-0.295,-0.47203,-0.46102,-4.7967,-1.5116,-0.030437,0.060685
10445,NPY4R,-4.7859,-5.1326,0.43004,-0.35211,-1.1865,-0.55963,-0.63356,-0.59914,-0.089717,0.031681,-0.18591,-0.37925
10446,NPY5R,-5.29,-5.2521,0.018274,0.63083,-1.306,-0.031547,-0.10474,-0.068272,-1.3358,0.159,-0.20616,-0.20026
10447,NQO1,-4.1683,-0.64156,0.031449,0.27073,-0.59925,-0.33705,-1.5179,0.33709,-3.2262,-0.11732,-0.076478,0.27736
10448,NQO2,-5.5574,-4.9367,-0.48152,0.893,-0.10231,0.12304,-0.24978,0.11998,-2.8956,-1.1182,0.21765,-0.16146
10449,NR0B1,-3.0548,-4.7573,-0.12449,0.60147,-1.1029,-0.094481,-0.37207,0.34304,-0.57922,-0.92439,-0.53812,-0.72621
10450,NR0B2,-5.0052,-5.6365,-0.2982,-0.1955,0.016782,-0.8059,0.040063,-0.4087,-1.139,-0.92107,-0.062179,-0.14395
10451,NR1D1,-3.8478,-5.1834,-0.037365,-0.17386,-0.90129,-0.14967,-0.063459,-0.6663,-4.5776,-1.049,-0.18648,-0.22724
10452,NR1D2,-5.7277,-4.8424,-0.12217,0.38867,-1.4733,0.10123,-0.95706,-0.71233,0.67637,-0.023096,0.50058,-0.053765
10453,NR1H2,-4.9533,-4.967,-0.035537,0.30108,-2.836,-0.86233,-0.12917,-0.25186,-0.98535,-0.51717,-0.40199,-0.095655
10454,NR1H3,-4.4487,-4.791,-0.16127,0.61475,-1.2918,-0.14772,0.20502,-0.22796,-0.61847,-0.082051,0.095108,0.22771
10455,NR1H4,-5.3172,-4.7716,-0.63359,-0.99393,1.3532,-0.40879,-0.30072,-0.4359,-6.0136,-0.11249,-0.27439,-0.46235
10456,NR1I2,-5.7123,-2.8612,0.054537,0.28629,-0.74848,-0.38738,-0.39739,-0.29742,-0.75201,-0.012614,-0.29752,-0.32771
10457,NR1I3,-5.2916,-3.6647,0.046549,0.31793,0.1076,0.30707,-0.50484,0.22457,-3.8144,-0.1393,0.14734,-0.23127
10458,NR2C1,-5.1759,-4.6367,-0.12125,0.47437,0.67682,0.62277,-0.31272,-0.0035688,-3.6242,-0.63365,-0.16885,-0.28068
10459,NR2C2,-4.7553,-4.3646,-0.00061153,0.13211,0.73017,0.68409,-0.042167,-2.1084,1.7349,-0.3368,0.40521,0.048135
10460,NR2C2AP,-4.938,-4.6275,-0.31716,-0.46522,1.4744,-0.086973,-1.3838,-0.78522,2.1544,2.6635,2.0649,0.92953
10461,NR2E1,-5.0545,-3.3329,-0.17797,0.40656,-0.78689,-0.043526,-0.071149,0.12905,-0.48444,-0.86436,-0.092491,0.447
10462,NR2E3,-4.9554,-3.6183,0.17785,-0.19461,-2.9582,-0.55831,0.13351,0.054566,-0.54287,0.14581,0.65208,0.43406
10463,NR2F1,-5.8989,-4.8569,-0.33665,-0.097377,-0.090861,-0.27535,-0.84757,0.30863,0.32062,-0.83744,-0.71237,-0.33091
10464,NR2F2,-5.066,-3.9078,-1.326,0.68544,-0.25004,0.077514,-0.31454,0.042335,-0.59255,0.0058647,-0.1915,0.082456
10465,NR2F6,-4.0354,-3.7749,0.31884,0.3732,0.33858,0.1515,-0.15911,-0.46932,-2.6163,0.055804,0.67707,0.13645
10466,NR3C1,-5.4344,-5.4885,0.056117,1.0318,0.35176,0.19698,-0.1377,-0.014143,-3.084,-0.024599,0.061755,0.0090667
10467,NR3C2,-4.9732,-4.5385,-0.063214,0.66482,-1.359,0.0017431,-0.30272,-0.76816,-4.2662,-0.37631,0.010972,-0.33285
10468,NR4A1,-4.5038,-3.3593,0.27407,0.41819,-2.0252,0.21394,-0.15078,0.59226,0.54808,-1.0736,-0.057606,0.44436
10469,NR4A2,-4.5246,-4.6206,-0.020305,0.56792,-1.2694,-0.59534,-0.90615,0.45451,-5.0837,-0.55239,-0.038267,-0.013302
10470,NR4A3,-5.1845,-5.482,-0.13371,0.14059,-1.4481,-0.11008,-0.4432,-0.14799,-2.2443,-0.52901,-0.21443,-0.45716
10471,NR5A1,-6.1581,-4.7193,-0.45944,0.18845,0.12109,-0.25898,-0.67207,0.45204,0.002493,0.24777,0.13679,0.084098
10472,NR5A2,-4.7959,-5.1422,-0.088182,0.55222,-0.31857,-0.12011,-0.42198,-0.84844,-1.0142,0.16319,0.13141,0.44811
10473,NR6A1,-4.4378,-4.5674,0.14982,0.78381,0.37035,-0.70297,-1.1277,-0.037256,0.25159,-1.2757,-0.48467,-0.62043
10474,NRAP,-6.087,-5.5384,-0.086875,0.54889,-2.9902,0.19544,0.14659,0.47147,-1.0365,-1.032,0.059654,-0.28891
10475,NRARP,-4.2677,-4.2382,-0.0026688,0.2437,-1.442,-0.82927,0.033263,-0.046717,-3.3156,-0.083928,0.39024,-0.036715
10476,NRAS,-5.9839,-5.078,-0.32892,0.027081,0.21961,-0.29619,-0.74565,-0.057813,-4.1178,0.19655,-0.0047939,-0.199
10477,NRBF2,-5.2693,-2.2658,-0.71587,0.079522,-0.48031,-0.16925,-0.54769,0.083951,-4.6611,-0.17917,0.25352,0.059706
10478,NRBP1,-5.3148,-6.1893,-0.30614,-1.6311,-0.39037,-0.43385,-0.34897,-0.44628,-0.12556,1.6746,1.506,1.2861
10479,NRBP2,-4.3611,-4.7191,0.10927,0.25255,-1.4691,-0.13073,-0.4068,-0.59256,-0.93726,0.62434,0.095012,-0.048913
10480,NRCAM,-3.7654,-4.7662,-0.67518,0.35133,-1.6341,-0.066381,-0.56047,0.43757,-0.28124,-0.41419,-0.087571,-0.083655
10481,NRD1,-4.8821,-5.2145,0.36911,-2.0622,-1.7445,-1.6664,-1.5373,-1.5403,-6.1445,-0.31261,0.44983,-0.11357
10482,NRDE2,-5.2507,-2.3065,-0.79986,-1.3313,-0.071299,-1.2962,-1.4903,-1.1024,-4.8737,0.34592,-0.28494,-0.31412
10483,NREP,-3.6698,-4.3078,-0.24428,1.0552,0.18663,-0.040958,-0.081699,0.010937,-1.396,-0.71136,-0.27918,-0.43655
10484,NRF1,-5.5742,-4.3714,-0.089488,-2.7739,0.30091,-0.98325,-1.7413,-1.2371,-2.5443,-0.72292,0.85747,-0.48472
10485,NRG1,-5.048,-4.5935,-0.51483,-0.049151,-0.83841,-0.27655,-0.16772,-0.87478,-0.095347,-0.97784,0.20964,0.43292
10486,NRG2,-3.8478,-4.5648,-0.2734,-0.63922,0.47917,-0.40748,-0.74542,0.66367,-3.2501,-0.10411,0.29856,0.25809
10487,NRG3,-5.4287,-5.46,-0.055185,0.1176,-0.54654,-0.14433,0.19746,-0.036603,-4.4844,-0.40174,0.0086313,-0.067988
10488,NRG4,-3.687,-5.3767,-0.36156,0.31641,-0.29959,0.25862,-0.69268,-1.1397,-3.7239,-0.1836,0.37239,0.43154
10489,NRGN,-4.4163,-5.1016,0.26729,0.19466,0.90873,-0.074401,-0.19994,-0.081762,-0.14985,-0.55068,-0.1851,-0.37283
10490,NRIP1,-5.688,-5.1605,0.65623,0.3794,0.095563,1.2113,1.0525,-0.176,2.7286,0.72802,-0.45629,-0.10869
10491,NRIP2,-4.6502,-4.1978,0.093841,-0.11889,0.31962,-0.29364,0.35919,0.38745,0.8149,-1.2394,-0.36071,-0.37029
10492,NRIP3,-4.9549,-4.3481,-0.0058943,-0.5209,-0.19843,0.23683,-0.2133,0.13745,-4.1756,-0.20033,-0.19454,0.027178
10493,NRK,-5.3974,-4.9512,-0.35091,0.18822,-0.17522,0.07072,0.257,-0.59076,-0.32243,-0.47603,-0.22575,-0.094657
10494,NRL,-4.8791,-4.7046,-0.029433,0.41596,0.12255,-0.24682,-0.84073,-0.17191,-4.1103,-0.97945,-0.27996,-0.22076
10495,NRM,-4.0745,-4.7796,-0.37435,0.95435,-1.0191,-0.57877,-0.20238,-0.41248,-1.7593,-0.65002,-0.14293,0.20651
10496,NRN1,-4.766,-4.928,0.052757,0.032338,-0.51895,-0.029829,0.089657,-0.15573,-0.66689,-0.17054,0.10719,0.054549
10497,NRN1L,-5.7842,-4.1745,-0.058933,0.16665,-4.0104,-0.59497,-0.35966,0.30214,-4.1123,0.0015069,0.17014,0.14823
10498,NRP1,-5.8321,-2.2007,-0.47675,1.2135,-0.98527,0.059194,-0.069686,-0.90092,0.27061,-0.49379,-0.020057,0.037915
10499,NRP2,-5.6437,-3.3593,0.19305,-1.0606,1.0644,-0.3337,0.15352,-0.8945,-5.5414,-0.53614,-0.11721,-0.17796
10500,NRROS,-3.6368,-4.9908,-0.028341,1.9529,0.43871,0.20955,-0.31166,0.5671,-0.5256,-0.24723,0.20288,0.61628
10501,NRSN1,-5.031,-3.6951,-0.41222,0.58791,-0.92663,0.40834,-0.51679,0.33796,0.92458,0.2966,-0.43207,-0.58501
10502,NRSN2,-5.0678,-4.8072,-0.19106,0.086442,-0.29096,0.0084378,0.16997,0.35046,0.71035,-1.2047,-0.57442,-0.20504
10503,NRTN,-5.031,-3.6557,0.065821,-0.47034,-1.0521,0.32323,-0.68569,-0.24284,-2.9487,-0.95566,0.28115,0.29347
10504,NRXN1,-4.3637,-5.1306,-0.083931,0.34706,-0.15138,-0.020777,0.052356,-0.096778,-4.0556,-0.29966,-0.28191,0.063936
10505,NRXN2,-5.5722,-4.2245,-0.17251,-0.14668,-0.48419,-0.09005,-0.58424,0.25811,-3.8806,-0.42725,-0.69418,-0.81367
10506,NRXN3,-4.4109,-4.3588,-0.069021,0.057287,-0.20537,-0.035917,-0.35606,-0.51104,0.080468,-0.32701,-0.025536,0.073908
10507,NSA2,-5.4905,-4.8732,-0.36193,-0.86701,-0.30608,-0.13108,-0.98039,-0.90295,0.55662,0.41657,0.73738,1.4699
10508,NSD1,-5.588,-6.3179,0.45053,0.53118,-0.46958,0.10612,-0.0021493,-0.90624,-3.0757,0.49782,0.31106,0.75357
10509,NSDHL,-4.8089,-2.9217,0.018204,-0.35012,-1.8109,-0.24879,-0.16918,-1.4837,-1.4355,0.56696,0.47318,0.34799
10510,NSF,-4.7959,-5.0702,-0.65109,-1.0764,-0.44437,-1.1504,-1.0017,-1.6329,-2.0463,-2.6772,0.66807,0.22777
10511,NSFL1C,-4.2011,-3.9868,-0.10799,-0.45048,0.13758,0.24038,-0.073073,-0.94754,-3.2524,-0.94918,-0.28654,-0.67388
10512,NSG1,-5.9353,-4.2134,-0.30348,-0.43094,-2.6959,-0.55692,-0.18645,-0.30898,-3.2393,-0.24959,0.55381,0.715
10513,NSL1,-5.3502,-3.0476,-0.49463,0.48703,-0.62568,-0.59945,-0.56072,-2.0475,-4.512,-2.2793,0.58486,1.4913
10514,NSMAF,-5.2248,-2.739,-0.20851,0.039069,-0.78661,0.012708,-0.75089,-0.50313,-2.2924,-0.35145,-0.023938,-0.24677
10515,NSMCE1,-5.1516,-4.5776,-1.3497,-0.84524,-0.13529,-0.55867,-1.543,-0.76525,1.2792,0.33586,1.8201,1.0063
10516,NSMCE2,-5.3483,-5.0284,-0.53358,-0.66388,-0.65063,-0.46395,-0.29071,-0.96823,-2.306,0.15183,1.3483,0.37118
10517,NSMCE4A,-4.8886,-4.5553,-0.93825,-0.53276,-2.5363,-0.71461,-0.88815,-0.81812,-1.205,0.22311,1.7963,0.78906
